Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug name,Drug brand names,decision
Carrier J,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A9276,"Disposable sensor, CGM sys",1.0,,125.98,,,,,missing,missing,denied
Carrier J,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,A9277,"External transmitter, CGM",1.0,,125.98,,,,,missing,missing,denied
Carrier J,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0784,Ext Amb Infusn Pump Insulin,95.0,,49.14,,,,,missing,missing,approved
Carrier J,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0781,External Ambulatory Infus Pu,1.0,,,11.1,,,,missing,missing,denied
Carrier J,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A9276,"Disposable sensor, CGM sys",1.0,,125.98,28.7,,,,missing,missing,denied
Carrier J,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,A9277,"External transmitter, CGM",1.0,,125.98,,,,,missing,missing,denied
Carrier K,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0784,EXTERNAL AMBULATORY INFUSION PUMP INSULIN,3.0,15.6,57.55,,,,,missing,missing,approved
Carrier K,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0784,EXTERNAL AMBULATORY INFUSION PUMP INSULIN,3.0,15.6,57.55,,,,,missing,missing,approved
Carrier K,2020,Diabetes Supplies and Equip,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,E0784,EXTERNAL AMBULATORY INFUSION PUMP INSULIN,3.0,15.6,57.55,,,,,missing,missing,denied
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0784,EXTERNAL AMBULATORY INFUSION PUMP INSULIN,7.0,16.6,40.26,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A9274,EXTERNAL AMB INSULIN DEL SYSTEM DISPOSABLE EA,3.0,,47.4,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,E0607,HOME BLOOD GLUCOSE MONITOR,1.0,,95.5,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A9276,SENSOR;INVSV DISP INTRSTL CONT GLU MON SYS 1U=1D,3.0,,71.31,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A9277,TRANSMITTER; EXT INTERSTITIAL CONT GLU MON SYS,3.0,,71.31,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest total number of prior authorization requests during the previous plan year,CPT,A9278,RECEIVER MON; EXT INTERSTITIAL CONT GLU MON SYS,3.0,,71.31,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0784,EXTERNAL AMBULATORY INFUSION PUMP INSULIN,7.0,16.6,40.26,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,A9274,EXTERNAL AMB INSULIN DEL SYSTEM DISPOSABLE EA,3.0,,47.4,,,,,missing,missing,approved
Carrier L,2020,Diabetes Supplies and Equip,Codes with the highest percentage of approved prior authorization requests during the previous plan year,CPT,E0607,HOME BLOOD GLUCOSE MONITOR,1.0,,95.5,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5301,"BELOW KNEE, MOLDED SOCKET, SHIN, SACH FOOT, ENDOSKELETAL SYSTEM",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5620,"S/A L5618,BELOW KNEE",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5637,"ADDITION TO LOWER EXTREMITY, BELOW KNEE, TOTAL CONTACT",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5671,"ADDITION TO LOWER EXTREMITY, BELOW KNEE / ABOVE KNEE SUSPENSION LOCKING",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5673,"ADDITION TO LOWER EXTREMITY, BELOW KNEE/ABOVE KNEE, CUSTOM FABRICATED FROM EXISTING MOLD OR PREFABRICATED, SOCKET INSERT, SILICONE GEL, ELASTOMERIC OR EQUAL, FOR USE WITH LOCKING MECHANISM",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5910,"ADDITION, ENDOSKELETAL SYSTEM, BELOW KNEE, ALIGNABLE SYSTEM",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5940,"(TITANIUM, CARBON FIBER OR EQUAL) ADDITION, ENDOSKELETAL SYSTEM, BELOW KNEE, ULTRA-LIGHT MATERIAL",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,L5986,"EQUAL) ALL LOWER EXTREMITY PROSTHESES, MULTI-AXIAL ROTATION UNIT (""MCP"" OR",2.0,0.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E1007,"WHEELCHAIR ACCESSORY, POWER SEATING SYSTEM, COMBINATION TILT AND RECLINE, WITH MECHANICAL SHEAR REDUCTION",2.0,12.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2311,"POWER WHEELCHAIR ACCESSORY, ELECTRONIC CONNECTION BETWEEN WHEELCHAIR CONTROLLER AND TWO OR MORE POWER SEATING SYSTEM MOTORS, INCLUDING ALL RELATED ELECTRONICS, INDICATOR FEATURE, MECHANICAL FUNCTION SELECTION SWITCH, AND FIXEDMOUNTING HARDWARE",2.0,12.0,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5301,"BELOW KNEE, MOLDED SOCKET, SHIN, SACH FOOT, ENDOSKELETAL SYSTEM",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5620,"S/A L5618,BELOW KNEE",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5637,"ADDITION TO LOWER EXTREMITY, BELOW KNEE, TOTAL CONTACT",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5671,"ADDITION TO LOWER EXTREMITY, BELOW KNEE / ABOVE KNEE SUSPENSION LOCKING",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5673,"ADDITION TO LOWER EXTREMITY, BELOW KNEE/ABOVE KNEE, CUSTOM FABRICATED FROM EXISTING MOLD OR PREFABRICATED, SOCKET INSERT, SILICONE GEL, ELASTOMERIC OR EQUAL, FOR USE WITH LOCKING MECHANISM",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5910,"ADDITION, ENDOSKELETAL SYSTEM, BELOW KNEE, ALIGNABLE SYSTEM",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5940,"(TITANIUM, CARBON FIBER OR EQUAL) ADDITION, ENDOSKELETAL SYSTEM, BELOW KNEE, ULTRA-LIGHT MATERIAL",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5986,"EQUAL) ALL LOWER EXTREMITY PROSTHESES, MULTI-AXIAL ROTATION UNIT (""MCP"" OR",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L5987,"ALL LOWER EXTREMITY PROSTHESIS, SHANK FOOT SYSTEM WITH VERTICAL LOADING PYLON.",2.0,,36.0,,,,,missing,missing,approved
Carrier M,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,L8420,"PROSTHETIC SOCK, MULTIPLE PLY, BELOW KNEE, EACH",2.0,,36.0,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0466,HOME VENT NON-INVASIVE INTER,1.0,19.4,,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2599,"Accessory for speech generating device, not otherwise classified",1.0,,45.8,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0601,Cont Airway Pressure Device,226.0,,2.3,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0470,"Respiratory assist device, bi-level pressure capability, without backup rate",10.0,,17.4,496.0,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0471,"Respiratory assist device, bi-level pressure capability, with back-up rate",5.0,,5.4,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0748,Elec Osteogen Stim Spinal,9.0,,51.9,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0747,Elec Osteogen Stim Not Spine,2.0,,121.5,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E1399,Durable Medical Equipment Mi,10.0,,107.3,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0637,"Combination sit to stand system, any size, with seat lift feature, with or without wheels",2.0,,112.7,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E1233,"Wheelchair, Pediatric Size, Tilt-In-Space, Rigid, Adj, Wo Seating",1.0,,81.1,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0240,"Bath/shower chair, with or without wheels, any size",1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2213,Pneumatic prop tire insert,1.0,,81.1,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0973,Wheelchair Adjustabl Height,1.0,,81.1,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0978,Wheelchair Belt W/Airplane B,1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E1028,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware",1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2231,Solid seat support base,1.0,,81.1,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0445,Oximeter Device For Measuring Blood Oxygen Levels Non-Invasively,1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0562,"Humidifier, heated, used with positive airway pressure device",1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2221,"Manual wheelchair accessory, solid (rubber/plastic) caster tire (removable), any size, replacement only, each",1.0,,81.1,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2613,Position back cush wd <22in,1.0,,81.1,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E2607,Skin pro/pos wc cus wd <22in,1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0950,Tray,1.0,,81.1,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E8001,Upright gait trainer,1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0956,"Wheelchair accessory, lateral trunk or hip support, prefabricated, including fixed mounting hardware, each",1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest total number of prior authorization requests during the previous plan year,HCPC,E0957,"Wheelchair accessory, medial thigh support, prefabricated, including fixed mounting hardware, each",1.0,,,,,,,missing,missing,denied
Carrier A,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E2599,"Accessory for speech generating device, not otherwise classified",1.0,,45.8,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0466,HOME VENT NON-INVASIVE INTER,1.0,19.4,,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0601,Cont Airway Pressure Device,226.0,,2.3,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0470,"Respiratory assist device, bi-level pressure capability, without backup rate",10.0,,17.4,,,,,missing,missing,approved
Carrier A,2020,DME,Codes with the highest percentage of approved prior authorization requests during the previous plan year,HCPC,E0471,"Respiratory assist device, bi-level pressure capability, with back-up rate",5.0,,5.4,,,,,missing,missing,approved
